ordem_de_servico;tag_equipamento;tipo_de_equipamento;tipo_de_evento;tipo_de_manutencao;km_atual;hr_atual;data_entrada;hora_entrada;data_saida;hora_saida
1;CHV-13;CAMINHAO HIPERVACUO;Preventiva;PMP;101.234,90;17.022,60;01/09/2021;11:15:00;02/09/2021;09:00:00
2;CHH-94;CAMINHAO HIPERVACUO HIDROJATO;Corretiva;Hidráulico;9.911,60;431;01/09/2021;14:20:00;01/09/2021;14:35:00
3;RT-26;REBOQUE TANQUE;Corretiva;Diversos;0;0;01/09/2021;14:37:00;01/09/2021;15:00:00
4;CM-9;CAVALO MECANICO;Corretiva;Mecânico;425.163,50;10.712,00;01/09/2021;15:10:00;01/09/2021;15:25:00
5;CHH-11;CAMINHAO HIPERVACUO HIDROJATO;Corretiva;Mecânico;71.852,50;14.583,90;01/09/2021;15:55:00;01/09/2021;16:08:00
6;CHH-95;CAMINHAO HIPERVACUO HIDROJATO;Corretiva;Mecânico;11.522,40;549;02/09/2021;08:30:00;02/09/2021;08:40:00
7;CV-76;CAMINHAO VACUO;Corretiva;Diversos;35.666,00;4.162,00;02/09/2021;08:15:00;02/09/2021;10:00:00
8;CRR-99;CAMINHAO ROLL ON;Adequação;Diversos;4.815,60;218,6;02/09/2021;08:57:00;02/09/2021;10:00:00
9;VL-46;VEICULO LEVE;Preventiva;PMP;49.004,00;0;02/09/2021;10:00:00;02/09/2021;10:48:00
10;VL-45;VEICULO LEVE;Preventiva;PMP;140.423,00;0;02/09/2021;11:25:00;02/09/2021;12:30:00
11;CP-78;CAMINHAO PIPA;Corretiva;Diversos;36.624,40;5.372,00;02/09/2021;11:35:00;02/09/2021;12:36:00
12;CH-15;CAMINHAO HIDROJATO;Corretiva;Mecânico;56.774,00;8.127,00;02/09/2021;14:20:00;02/09/2021;14:32:00
13;CHH-10;CAMINHAO HIPERVACUO HIDROJATO;Corretiva;Diversos;65.543,00;1.802,77;02/09/2021;14:28:00;02/09/2021;15:05:00
14;CV-33;CAMINHAO VACUO;Corretiva;Diversos;123.240,50;6.907,40;02/09/2021;14:35:00;02/09/2021;15:27:00
15;CB-97;CAMINHAO BASCULANTE;Corretiva;Diversos;115.530,80;4.629,00;02/09/2021;15:40:00;02/09/2021;16:15:00
16;CM-51;CAVALO MECANICO;Adequação;Mecânico;122.220,00;2.770,00;03/09/2021;08:30:00;03/09/2021;09:14:00
17;CPG-19;CAMINHAO POLIGUINDASTE;Corretiva;Hidráulico;188.046,30;6.194,00;03/09/2021;08:30:00;03/09/2021;09:15:00
18;CPG-19;CAMINHAO POLIGUINDASTE;Preventiva;PMP;188.046,30;6.194,00;03/09/2021;09:15:00;03/09/2021;10:36:00
19;RB-21;REBOQUE TANQUE;Corretiva;Elétrico;0;0;03/09/2021;08:51:00;03/09/2021;09:06:00
20;CM-3;CAVALO MECANICO;Corretiva;Elétrico;566.686,00;0;03/09/2021;08:51:00;03/09/2021;09:09:00
21;RT-47;REBOQUE TANQUE;Corretiva;Mecânico;0;0;03/09/2021;09:14:00;03/09/2021;10:14:00
22;RT-26;REBOQUE TANQUE;Corretiva;Borracharia;0;0;03/09/2021;10:40:00;03/09/2021;10:50:00
23;CM-36;CAVALO MECANICO;Corretiva;Diversos;135.296,70;3.594,00;03/09/2021;10:05:00;04/09/2021;11:30:00
24;CM-8;CAVALO MECANICO;Corretiva;Diversos;368.507,40;9.658,00;03/09/2021;10:40:00;03/09/2021;14:50:00
25;CHH-11;CAMINHAO HIPERVACUO HIDROJATO;Corretiva;Carroceria;71.926,40;14.624,50;03/09/2021;12:38:00;03/09/2021;14:09:00
26;CM-9;CAVALO MECANICO;Adequação;Carroceria;425.163,60;10.712,00;03/09/2021;13:20:00;03/09/2021;13:46:00
27;RT-67;REBOQUE TANQUE;Corretiva;Mecânico;0;0;03/09/2021;13:46:00;03/09/2021;14:12:00
28;CHV-14;CAMINHAO HIPERVACUO;Corretiva;Mecânico;119.809,70;7.663,00;03/09/2021;16:16:00;03/09/2021;16:40:00
29;CP-77;CAMINHAO PIPA;Corretiva;Diversos;34.629,60;5.042,00;03/09/2021;17:04:00;03/09/2021;17:16:00
30;CH-15;CAMINHAO HIDROJATO;Corretiva;Mecânico;56.814,90;8.138,00;04/09/2021;07:55:00;04/09/2021;10:35:00
31;CHV-12;CAMINHAO HIPERVACUO;Corretiva;Elétrico;166.216,00;8.661,10;04/09/2021;08:35:00;04/09/2021;08:45:00
32;CHH-49;CAMINHAO HIPERVACUO HIDROJATO;Corretiva;Diversos;48.446,60;4.815,20;04/09/2021;08:46:00;04/09/2021;10:05:00
33;CHH-11;CAMINHAO HIPERVACUO HIDROJATO;Corretiva;Carroceria;71.965,80;14.628,30;04/09/2021;08:55:00;04/09/2021;10:15:00
34;CHH-95;CAMINHAO HIPERVACUO HIDROJATO;Corretiva;Mecânico;12.064,10;570;04/09/2021;10:05:00;04/09/2021;11:30:00
35;CV-35;CAMINHAO VACUO;Preventiva;Elétrico;95.215,00;8.547,50;04/09/2021;10:30:00;04/09/2021;12:20:00
36;CB-13;CAMINHAO BASCULANTE;Adequação;Elétrico;100.418,00;855;04/09/2021;11:25:00;04/09/2021;14:14:00
37;CB-12;CAMINHAO BASCULANTE;Adequação;Elétrico;95.089,00;5.888,00;04/09/2021;11:30:00;04/09/2021;12:56:00
38;CB-11;CAMINHAO BASCULANTE;Adequação;Elétrico;91.830,00;24;04/09/2021;13:25:00;04/09/2021;14:00:00
39;#VALOR!;CAMINHAO VACUO;Corretiva;Elétrico;155.807,90;7.869,00;06/09/2021;08:00:00;06/09/2021;08:55:00
40;#VALOR!;CAMINHAO VACUO;Corretiva;Borracharia;250.724,70;10.813,00;06/09/2021;08:00:00;06/09/2021;10:10:00
41;CB-14;CAMINHAO BASCULANTE;Adequação;Diversos;106.968,40;5.891,00;06/09/2021;08:00:00;06/09/2021;16:00:00
42;CHV-13;CAMINHAO HIPERVACUO;Corretiva;Elétrico;101.496,00;17.084,10;06/09/2021;11:05:00;06/09/2021;12:05:00
43;RT-29;REBOQUE TANQUE;Corretiva;Borracharia;0;0;06/09/2021;11:31:00;06/09/2021;11:33:00
44;CM-5;CAVALO MECANICO;Corretiva;Carroceria;365.207,00;9.046,00;06/09/2021;13:00:00;06/09/2021;13:47:00
45;CV-35;CAMINHAO VACUO;Corretiva;Mecânico;95.223,60;8.584,40;06/09/2021;15:15:00;06/09/2021;16:02:00
46;CB-11;CAMINHAO BASCULANTE;Corretiva;Hidráulico;91.912,10;35;06/09/2021;15:30:00;07/09/2021;11:30:00
47;CM-7;CAVALO MECANICO;Adequação;Carroceria;136.443,60;4.432,00;06/09/2021;16:10:00;06/09/2021;16:55:00
48;CPG-19;CAMINHAO POLIGUINDASTE;Corretiva;Carroceria;188.235,80;6.210,00;06/09/2021;16:51:00;06/09/2021;17:18:00
49;CHH-66;CAMINHAO HIPERVACUO HIDROJATO;Corretiva;Diversos;24.419,00;6.426,80;07/09/2021;08:30:00;07/09/2021;12:00:00
50;CB-11;CAMINHAO BASCULANTE;Adequação;Mecânico;91.912,10;35;07/09/2021;11:30:00;07/09/2021;12:50:00
51;CB-12;CAMINHAO BASCULANTE;Adequação;Mecânico;95.453,20;5.934,00;07/09/2021;12:14:00;07/09/2021;12:24:00
52;CB-13;CAMINHAO BASCULANTE;Adequação;Mecânico;100.651,00;882;07/09/2021;12:20:00;07/09/2021;12:33:00
53;CM-5;CAVALO MECANICO;Corretiva;Mecânico;365.207,20;9.047,00;08/09/2021;10:15:00;08/09/2021;12:11:00
54;CHH-11;CAMINHAO HIPERVACUO HIDROJATO;Preventiva;PMP;72.010,30;14.638,50;08/09/2021;10:25:00;08/09/2021;12:05:00
55;CV-76;CAMINHAO VACUO;Corretiva;Elétrico;35.978,00;4.213,00;08/09/2021;11:00:00;08/09/2021;11:11:00
56;RB-20;REBOQUE TANQUE;Corretiva;Mecânico;0;0;08/09/2021;11:30:00;08/09/2021;11:36:00
57;CM-36;CAVALO MECANICO;Corretiva;Mecânico;135.397,00;3.695,00;08/09/2021;11:36:00;08/09/2021;11:48:00
58;CHH-10;CAMINHAO HIPERVACUO HIDROJATO;Corretiva;Diversos;65.897,50;1.817,17;08/09/2021;14:22:00;08/09/2021;14:45:00
59;CM-7;CAVALO MECANICO;Corretiva;Hidráulico;136.544,20;4.433,00;08/09/2021;15:40:00;08/09/2021;16:37:00
60;CP-74;CAMINHAO PIPA;Corretiva;Diversos;31.386,00;5.749,60;08/09/2021;16:17:00;09/09/2021;17:57:00
61;CM-4;CAVALO MECANICO;Corretiva;Elétrico;436.680,80;11.756,00;09/09/2021;08:00:00;09/09/2021;10:18:00
62;CM-5;CAVALO MECANICO;Corretiva;Mecânico;365.207,20;9.047,00;09/09/2021;08:05:00;09/09/2021;09:18:00
63;RT-47;REBOQUE TANQUE;Corretiva;Mecânico;0;0;09/09/2021;08:35:00;09/09/2021;08:55:00
64;CM-3;CAVALO MECANICO;Corretiva;Mecânico;566.950,00;0;09/09/2021;09:20:00;09/09/2021;09:45:00
65;CRR-31;CAMINHAO ROLL ON;Corretiva;Diversos;71.199,00;3.413,00;09/09/2021;15:17:00;10/09/2021;17:30:00
66;CHH-8;CAMINHAO HIPERVACUO HIDROJATO;Adequação;Diversos;1.831,90;29;10/09/2021;08:00:00;10/09/2021;12:15:00
67;RT-29;REBOQUE TANQUE;Corretiva;Borracharia;0;0;10/09/2021;08:30:00;10/09/2021;08:50:00
68;CHH-96;CAMINHAO HIPERVACUO HIDROJATO;Adequação;Hidráulico;1.991,90;35;10/09/2021;12:15:00;10/09/2021;12:45:00
69;CM-6;CAVALO MECANICO;Corretiva;Elétrico;367.744,20;5.930,00;10/09/2021;16:44:00;10/09/2021;16:59:00
70;CB-84;CAMINHAO BASCULANTE;Corretiva;Diversos;17.989,70;2.416,00;10/09/2021;17:20:00;10/09/2021;17:54:00
71;CB-13;CAMINHAO BASCULANTE;Corretiva;Mecânico;100.762,70;897;11/09/2021;07:50:00;11/09/2021;15:14:00
72;CHH-10;CAMINHAO HIPERVACUO HIDROJATO;Corretiva;Borracharia;66.068,60;1.824,83;11/09/2021;08:55:00;11/09/2021;09:20:00
73;RE-52;RETRO CASE;Preventiva;PMP;0;4.712,30;11/09/2021;09:10:00;11/09/2021;11:30:00
74;CP-74;CAMINHAO PIPA;Corretiva;Borracharia;31.602,80;5.781,80;11/09/2021;10:53:00;11/09/2021;11:20:00
75;CHH-49;CAMINHAO HIPERVACUO HIDROJATO;Corretiva;Hidráulico;49.046,60;4.887,20;13/09/2021;08:00:00;13/09/2021;11:24:00
76;CHH-9;CAMINHAO HIPERVACUO HIDROJATO;Adequação;Diversos;1.828,00;29;11/09/2021;10:39:00;13/09/2021;12:30:00
77;CRR-30;CAMINHAO ROLL ON;Corretiva;Mecânico;124.877,30;5.675,00;13/09/2021;08:50:00;13/09/2021;08:58:00
78;CP-74;CAMINHAO PIPA;Corretiva;Diversos;31.722,30;5.799,40;13/09/2021;09:50:00;13/09/2021;18:09:00
79;CHV-13;CAMINHAO HIPERVACUO;Corretiva;Diversos;101.868,10;17.185,80;13/09/2021;09:55:00;13/09/2021;12:05:00
80;CP-77;CAMINHAO PIPA;Corretiva;Elétrico;35.213,20;5.131,00;13/09/2021;12:32:00;13/09/2021;13:50:00
81;#VALOR!;CAMINHAO VACUO;Preventiva;PMP;73.113,00;0;13/09/2021;13:50:00;13/09/2021;14:18:00
82;CM-7;CAVALO MECANICO;Corretiva;Hidráulico;136.676,90;4.438,00;14/09/2021;08:00:00;14/09/2021;09:15:00
83;RT-27;REBOQUE TANQUE;Corretiva;Elétrico;;;14/09/2021;08:05:00;14/09/2021;08:45:00
84;CH-16;CAMINHAO HIDROJATO;Corretiva;Diversos;52.844,60;7.387,00;10/09/2021;12:20:00;14/09/2021;11:00:00
85;CRR-99;CAMINHAO ROLL ON;Corretiva;Elétrico;6.037,80;265,7;14/09/2021;16:38:00;14/09/2021;17:00:00
86;CM-3;CAVALO MECANICO;Corretiva;Hidráulico;567.236,00;;15/09/2021;09:30:00;15/09/2021;09:50:00
87;CM-36;CAVALO MECANICO;Corretiva;Elétrico;137.254,70;3.644,00;15/09/2021;10:05:00;15/09/2021;11:55:00
88;CM-8;CAVALO MECANICO;Corretiva;Elétrico;370.139,60;9.694,00;18/09/2021;08:00:00;15/09/2021;08:51:00
89;#VALOR!;CAMINHAO VACUO;Corretiva;Mecânico;;;15/09/2021;08:00:00;15/09/2021;08:30:00
90;CHV-13;CAMINHAO HIPERVACUO;Corretiva;Mecânico;102.008,10;17.220,30;15/09/2021;11:00:00;15/09/2021;11:27:00
91;RT-50;REBOQUE TANQUE;Corretiva;Hidráulico;;;15/09/2021;10:05:00;15/09/2021;10:25:00
92;RT-47;REBOQUE TANQUE;Corretiva;Hidráulico;;;15/09/2021;10:27:00;15/09/2021;10:48:00
93;CV-76;CAMINHAO VACUO;Corretiva;Hidráulico;36.455,98;4.296,00;15/09/2021;13:39:00;15/09/2021;13:50:00
94;CP-74;CAMINHAO PIPA;Corretiva;Diversos;318.739,00;5.827,70;15/09/2021;14:01:00;15/09/2021;15:15:00
95;CHH-10;CAMINHAO HIPERVACUO HIDROJATO;Corretiva;Elétrico;66.289,70;1.844,30;15/09/2021;14:50:00;15/09/2021;15:00:00
96;CHH-11;CAMINHAO HIPERVACUO HIDROJATO;Corretiva;Diversos;72.010,30;14.638,50;08/09/2021;12:05:00;15/09/2021;17:00:00
97;CRR-30;CAMINHAO ROLL ON;Corretiva;Elétrico;125.348,30;5.687,00;16/09/2021;08:15:00;16/09/2021;09:10:00
98;CB-13;CAMINHAO BASCULANTE;Corretiva;Elétrico;100.805,70;899;16/09/2021;08:20:00;17/09/2021;14:00:00
99;CHH-75;CAMINHAO HIPERVACUO HIDROJATO;Corretiva;Elétrico;27.288,80;3.524,90;16/09/2021;09:15:00;18/09/2021;09:51:00
100;RT-59;REBOQUE TANQUE;Corretiva;Borracharia;;;16/09/2021;09:20:00;16/09/2021;10:40:00
101;#VALOR!;CAMINHAO VACUO;Corretiva;Borracharia;6.231,20;274,7;16/09/2021;11:05:00;16/09/2021;11:25:00
102;CP-77;CAMINHAO PIPA;Corretiva;Elétrico;35.562,60;5.178,00;16/09/2021;11:30:00;16/09/2021;14:00:00
103;CRR-30;CAMINHAO ROLL ON;Corretiva;Elétrico;125.389,10;5.690,00;16/09/2021;12:10:00;16/09/2021;12:40:00
104;CHH-11;CAMINHAO HIPERVACUO HIDROJATO;Corretiva;Elétrico;72.074,40;14.651,80;16/09/2021;16:38:00;16/09/2021;16:44:00
105;CM-8;CAVALO MECANICO;Corretiva;Diversos;370.390,30;9.701,00;17/09/2021;08:00:00;17/09/2021;09:40:00
106;RT-28;REBOQUE TANQUE;Corretiva;Carroceria;;;17/09/2021;09:45:00;17/09/2021;10:45:00
107;CHH-11;CAMINHAO HIPERVACUO HIDROJATO;Corretiva;Elétrico;72.100,10;14.676,80;17/09/2021;11:40:00;17/09/2021;11:45:00
108;CH-15;CAMINHAO HIDROJATO;Corretiva;Diversos;56.943,90;8.168,00;11/09/2021;09:00:00;17/09/2021;14:46:00
109;CV-35;CAMINHAO VACUO;Corretiva;Elétrico;95.664,70;8.609,60;18/09/2021;08:51:00;18/09/2021;09:23:00
110;CP-78;CAMINHAO PIPA;Corretiva;Elétrico;37.856,20;5.546,00;18/09/2021;10:55:00;18/09/2021;11:02:00
111;CHV-14;CAMINHAO HIPERVACUO;Corretiva;Hidráulico;120.124,20;7.686,00;20/09/2021;08:10:00;20/09/2021;08:18:00
112;CPG-18;CAMINHAO POLIGUINDASTE;Corretiva;Elétrico;126.201,90;;20/09/2021;08:15:00;20/09/2021;08:45:00
113;CHH-10;CAMINHAO HIPERVACUO HIDROJATO;Corretiva;Mecânico;66.289,70;1.844,30;20/09/2021;08:22:00;22/09/2021;14:25:00
114;CB-15;CAMINHAO BASCULANTE;Adequação;Elétrico;71.624,00;13;20/09/2021;09:50:00;20/09/2021;13:10:00
115;CB-10;CAMINHAO BASCULANTE;Adequação;Elétrico;75.996,90;20;20/09/2021;14:00:00;20/09/2021;17:20:00
116;CP-77;CAMINHAO PIPA;Preventiva;Diversos;35.888,10;5.225,00;20/09/2021;15:45:00;20/09/2021;17:50:00
117;CP-78;CAMINHAO PIPA;Corretiva;Elétrico;38.014,90;5.567,00;20/09/2021;17:25:00;20/09/2021;18:01:00
118;#VALOR!;CAMINHAO VACUO;Corretiva;Borracharia;12.560,10;;21/09/2021;08:40:00;21/09/2021;09:08:00
119;#VALOR!;CAMINHAO VACUO;Corretiva;Elétrico;157.295,40;8.099,00;21/09/2021;08:55:00;21/09/2021;09:20:00
120;#VALOR!;CAMINHAO VACUO;Corretiva;Hidráulico;137.066,00;4.456,00;21/09/2021;08:45:00;21/09/2021;09:10:00
121;CHH-95;CAMINHAO HIPERVACUO HIDROJATO;Corretiva;Hidráulico;13.985,00;686;21/09/2021;10:20:00;21/09/2021;10:50:00
122;CB-12;CAMINHAO BASCULANTE;Corretiva;Diversos;96.917,00;6.117,00;21/09/2021;08:15:00;21/09/2021;16:10:00
123;CB-10;CAMINHAO BASCULANTE;Corretiva;Mecânico;76.061,20;27;21/09/2021;16:50:00;21/09/2021;17:15:00
124;CP-80;CAMINHAO PIPA;Corretiva;Elétrico;13.574,60;2.183,00;22/09/2021;07:45:00;22/09/2021;07:58:00
125;CHV-13;CAMINHAO HIPERVACUO;Corretiva;Diversos;102.330,80;17.320,20;22/09/2021;08:56:00;28/09/2021;12:45:00
126;CHV-14;CAMINHAO HIPERVACUO;Corretiva;Hidráulico;120.271,20;7.699,00;22/09/2021;08:57:00;22/09/2021;09:25:00
127;CHH-62;CAMINHAO HIPERVACUO HIDROJATO;Corretiva;Carroceria;32.044,30;3.469,90;22/09/2021;09:05:00;22/09/2021;15:30:00
128;RT-47;REBOQUE TANQUE;Corretiva;Borracharia;;;22/09/2021;09:25:00;22/09/2021;09:35:00
129;CM-36;CAVALO MECANICO;Corretiva;Borracharia;138.167,10;3.667,00;22/09/2021;09:36:00;22/09/2021;09:45:00
130;VL-45;VEICULO LEVE;Corretiva;Mecânico;141.898,00;;22/09/2021;16:20:00;22/09/2021;17:30:00
131;CM-42;CAVALO MECANICO;Corretiva;Elétrico;11.521,00;2.793,00;23/09/2021;08:00:00;23/09/2021;08:15:00
132;CB-10;CAMINHAO BASCULANTE;Corretiva;Elétrico;76.160,50;28;23/09/2021;08:25:00;23/09/2021;10:00:00
133;CHH-41;CAMINHAO HIPERVACUO HIDROJATO;Corretiva;Mecânico;26.931,50;4.969,50;23/09/2021;08:58:00;23/09/2021;12:30:00
134;CB-11;CAMINHAO BASCULANTE;Corretiva;Borracharia;93.714,70;275;23/09/2021;09:20:00;23/09/2021;10:15:00
135;CHH-49;CAMINHAO HIPERVACUO HIDROJATO;Corretiva;Mecânico;49.798,00;4.971,70;23/09/2021;10:05:00;23/09/2021;12:10:00
136;CP-79;CAMINHAO PIPA;Corretiva;Diversos;13.505,50;2.090,00;23/09/2021;14:23:00;23/09/2021;17:05:00
137;CB-97;CAMINHAO BASCULANTE;Corretiva;Diversos;117.791,90;4.911,00;23/09/2021;16:30:00;23/09/2021;17:28:00
138;CB-101;CAMINHAO BASCULANTE;Corretiva;Mecânico;101.865,20;14.095,00;14/09/2021;11:00:00;23/09/2021;16:15:00
139;CP-17;CAMINHAO PIPA;Corretiva;Diversos;59.409,20;7.512,00;15/09/2021;14:25:00;24/09/2021;16:05:00
140;CB-84;CAMINHAO BASCULANTE;Corretiva;Diversos;19.532,40;2.622,00;24/09/2021;08:00:00;24/09/2021;11:15:00
141;CP-79;CAMINHAO PIPA;Corretiva;Elétrico;13.505,50;2.090,00;24/09/2021;09:15:00;24/09/2021;09:26:00
142;CP-77;CAMINHAO PIPA;Corretiva;Diversos;36.192,50;5.270,00;24/09/2021;10:05:00;24/09/2021;10:31:00
143;CHV-12;CAMINHAO HIPERVACUO;Corretiva;Carroceria;166.574,00;8.693,30;24/09/2021;10:40:00;24/09/2021;10:55:00
144;RT-28;REBOQUE TANQUE;Corretiva;Carroceria;;;24/09/2021;14:20:00;24/09/2021;14:40:00
145;CB-83;CAMINHAO BASCULANTE;Corretiva;Diversos;19.026,10;2.561,00;24/09/2021;16:55:00;25/09/2021;08:30:00
146;CH-15;CAMINHAO HIDROJATO;Corretiva;Diversos;57.150,20;8.230,00;25/09/2021;10:05:00;25/09/2021;10:25:00
147;CRR-31;CAMINHAO ROLL ON;Corretiva;Mecânico;72.517,90;3.470,00;25/09/2021;08:00:00;28/09/2021;16:21:00
148;RT-50;REBOQUE TANQUE;Corretiva;Hidráulico;;;25/09/2021;09:57:00;25/09/2021;10:30:00
149;#VALOR!;CAMINHAO VACUO;Corretiva;Borracharia;;;25/09/2021;10:30:00;25/09/2021;11:50:00
150;CP-79;CAMINHAO PIPA;Corretiva;Diversos;13.635,00;2.105,00;25/09/2021;10:20:00;25/09/2021;11:40:00
151;CHH-41;CAMINHAO HIPERVACUO HIDROJATO;Corretiva;Hidráulico;27.021,00;5.050,00;27/09/2021;09:05:00;27/09/2021;09:20:00
152;CP-80;CAMINHAO PIPA;Corretiva;Elétrico;14.061,10;2.242,00;27/09/2021;10:47:00;27/09/2021;10:56:00
153;CP-78;CAMINHAO PIPA;Corretiva;Elétrico;38.704,90;5.658,00;27/09/2021;10:54:00;27/09/2021;11:32:00
154;CP-77;CAMINHAO PIPA;Corretiva;Carroceria;36.297,70;5.454,00;27/09/2021;08:00:00;27/09/2021;13:50:00
155;CM-3;CAVALO MECANICO;Corretiva;Mecânico;568.036,00;;27/09/2021;12:15:00;27/09/2021;12:52:00
156;CH-63;CAMINHAO HIDROJATO;Corretiva;Elétrico;16.975,50;2,1;27/09/2021;13:55:00;27/09/2021;14:19:00
157;RT-59;REBOQUE TANQUE;Corretiva;Borracharia;;;27/09/2021;14:12:00;27/09/2021;16:25:00
158;CP-74;CAMINHAO PIPA;Corretiva;Diversos;32.484,60;5.944,20;27/09/2021;14:20:00;28/09/2021;08:50:00
159;#VALOR!;CAMINHAO VACUO;Corretiva;Diversos;72.573,40;14.877,70;27/09/2021;14:55:00;27/09/2021;16:10:00
160;CB-13;CAMINHAO BASCULANTE;Corretiva;Elétrico;101.795,80;1.018,00;28/09/2021;08:45:00;28/09/2021;10:10:00
161;CP-74;CAMINHAO PIPA;Preventiva;Diversos;32.484,60;5.944,20;28/09/2021;08:50:00;28/09/2021;10:00:00
162;#VALOR!;CAMINHAO VACUO;Corretiva;Mecânico;73.341,00;;28/09/2021;09:45:00;28/09/2021;13:30:00
163;CHH-49;CAMINHAO HIPERVACUO HIDROJATO;Corretiva;Mecânico;49.850,00;5.050,00;28/09/2021;14:40:00;28/09/2021;15:00:00
164;#VALOR!;CAMINHAO VACUO;Lubrificação;Mecânico;126.738,00;;29/09/2021;08:00:00;29/09/2021;08:30:00
165;CM-5;CAVALO MECANICO;Corretiva;Diversos;370.622,40;9.169,00;29/09/2021;09:00:00;01/10/2021;09:11:00
166;CPG-19;CAMINHAO POLIGUINDASTE;Corretiva;Elétrico;190.482,10;6.335,00;29/09/2021;09:15:00;29/09/2021;09:22:00
167;CP-77;CAMINHAO PIPA;Corretiva;Elétrico;36.516,90;5.506,00;29/09/2021;09:40:00;29/09/2021;10:28:00
168;CHH-8;CAMINHAO HIPERVACUO HIDROJATO;Corretiva;Elétrico;2.382,20;51;29/09/2021;09:25:00;29/09/2021;10:00:00
169;CB-15;CAMINHAO BASCULANTE;Corretiva;Diversos;72.632,30;160;29/09/2021;10:40:00;29/09/2021;13:20:00
170;CB-10;CAMINHAO BASCULANTE;Corretiva;Diversos;76.500,00;48;29/09/2021;11:15:00;29/09/2021;16:50:00
171;CB-13;CAMINHAO BASCULANTE;Corretiva;Mecânico;101.802,90;1.020,00;29/09/2021;12:15:00;29/09/2021;16:15:00
172;CB-97;CAMINHAO BASCULANTE;Corretiva;Diversos;118.218,60;4.966,00;29/09/2021;12:20:00;29/09/2021;16:45:00
173;CB-11;CAMINHAO BASCULANTE;Corretiva;Diversos;94.223,20;342;30/09/2021;08:00:00;30/09/2021;17:13:00
174;CM-57;CAVALO MECANICO;Corretiva;Mecânico;66.004,20;1.767,00;30/09/2021;08:00:00;30/09/2021;15:15:00
175;CM-9;CAVALO MECANICO;Corretiva;Diversos;427.447,90;10.797,00;30/09/2021;08:00:00;30/09/2021;08:35:00
176;CHH-75;CAMINHAO HIPERVACUO HIDROJATO;Corretiva;Diversos;27.429,00;3.620,00;30/09/2021;10:00:00;30/09/2021;13:45:00
177;CB-101;CAMINHAO BASCULANTE;Preventiva;Diversos;102.066,20;14.120,00;30/09/2021;08:30:00;30/09/2021;16:35:00
178;CHH-95;CAMINHAO HIPERVACUO HIDROJATO;Corretiva;Diversos;14.938,00;845;30/09/2021;10:35:00;30/09/2021;10:45:00
179;CB-84;CAMINHAO BASCULANTE;Corretiva;Diversos;20.074,80;2.701,00;30/09/2021;11:02:00;30/09/2021;12:05:00
180;CM-4;CAVALO MECANICO;Corretiva;Mecânico;439.458,40;11.823,00;30/09/2021;13:47:00;30/09/2021;16:15:00
181;CB-5;CAMINHAO BASCULANTE;Corretiva;Diversos;9.255,20;984,6;30/09/2021;14:57:00;30/09/2021;16:35:00
182;CB-98;CAMINHAO BASCULANTE;Corretiva;Elétrico;85.686,60;1.160,00;01/10/2021;08:00:00;01/10/2021;09:03:00
183;CB-14;CAMINHAO BASCULANTE;Corretiva;Diversos;110.159,70;6.329,00;01/10/2021;08:00:00;01/10/2021;14:17:00
184;CB-13;CAMINHAO BASCULANTE;Corretiva;Elétrico;101.960,40;1.036,00;01/10/2021;08:00:00;01/10/2021;11:00:00
185;CB-98;CAMINHAO BASCULANTE;Lavagem;Diversos;85.686,60;1.160,00;01/10/2021;10:30:00;01/10/2021;17:00:00
186;CHH-96;CAMINHAO HIPERVACUO HIDROJATO;Corretiva;Diversos;4.057,80;107;01/10/2021;10:33:00;01/10/2021;11:05:00
187;CB-10;CAMINHAO BASCULANTE;Corretiva;Diversos;76.920,70;153;01/10/2021;13:03:00;01/10/2021;16:10:00
188;CP-78;CAMINHAO PIPA;Corretiva;Mecânico;39.188,40;5.728,00;01/10/2021;14:25:00;01/10/2021;15:15:00
189;CH-16;CAMINHAO HIDROJATO;Corretiva;Diversos;53.332,90;7.553,00;02/10/2021;08:00:00;02/10/2021;13:30:00
190;EH-85;ESCAVADEIRA HIDRAULICA;Preventiva;Diversos;;1.764,00;02/10/2022;10:00:00;02/10/2021;13:15:00
191;EH-85;ESCAVADEIRA HIDRAULICA;Lubrificação;Diversos;;1.764,00;02/10/2021;13:15:00;02/10/2021;13:40:00
192;CHH-49;CAMINHAO HIPERVACUO HIDROJATO;Corretiva;Diversos;49.932,90;5.100,00;04/10/2021;08:00:00;06/10/2021;09:00:00
193;CHH-75;CAMINHAO HIPERVACUO HIDROJATO;Corretiva;Diversos;27.445,20;3.651,10;04/10/2021;08:05:00;04/10/2021;09:15:00
194;CM-7;CAVALO MECANICO;Corretiva;Diversos;137.467,80;4.476,00;04/10/2021;08:34:00;04/10/2021;08:56:00
195;CHV-13;CAMINHAO HIPERVACUO;Corretiva;Elétrico;102.393,40;17.325,80;04/10/2021;11:31:00;04/10/2021;11:37:00
196;CHH-94;CAMINHAO HIPERVACUO HIDROJATO;Corretiva;Diversos;12.652,80;552;04/10/2021;15:00:00;04/10/2021;16:15:00
197;CB-83;CAMINHAO BASCULANTE;Corretiva;Elétrico;19.853,30;2.690,00;04/10/2021;14:55:00;04/10/2021;17:20:00
198;CB-13;CAMINHAO BASCULANTE;Corretiva;Diversos;102.121,10;1.056,40;05/10/2021;08:15:00;05/10/2021;13:15:00
